Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_N��meros;Cidade;;Ganhadores_14_Números;Ganhadores_13_Números;Ganhadores_12_Números;Ganhadores_11_Números;Valor_Rateio_15_Números;Valor_Rateio_14_N��meros;Valor_Rateio_13_Números;Valor_Rateio_12_Números;Valor_Rateio_11_Números;Acumulado_15_Números;Estimativa_Premio;Valor_Acumulado_Especial
2236;21/05/2021;2;3;4;5;8;9;10;11;12;17;18;19;21;22;24;17.817.147,50;1;DIADEMA;SP;364;10871;123579;643193;1.302.088,30;1.071,50;25;10;5;0;1.500.000,00;73.397.448,57
2237;22/05/2021;3;5;6;9;12;13;14;15;17;19;20;21;22;23;25;14.616.367,50;2;PALHOCA;SC;314;10790;118420;579735;430.434,76;821,22;25;10;5;0;1.500.000,00;73.605.723,45
;;;;;;;;;;;;;;;;;;;PEQUIZEIRO;TO;;;;;;;;;;;;
2238;24/05/2021;1;3;4;5;6;7;10;11;14;15;16;18;19;20;25;17.100.620,00;2;CANAL ELETRONICO;--;258;8375;108847;597113;679.146,80;1.576,98;25;10;5;0;1.500.000,00;73.934.342,89
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
2239;25/05/2021;1;2;5;6;7;10;13;14;15;16;17;20;22;23;24;15.082.075,00;3;TERESINA;PI;265;8955;87655;483905;436.622,74;1.480,59;25;10;5;2.009.696,07;4.000.000,00;74.251.246,49
;;;;;;;;;;;;;;;;;;;NAVEGANTES;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIBEIRAO PIRES;SP;;;;;;;;;;;;
2240;26/05/2021;2;3;4;6;7;9;11;12;13;15;17;18;19;20;25;24.602.427,50;2;BRASILIA;DF;450;16295;178935;942306;1.951.586,16;1.085,32;25;10;5;0;1.500.000,00;74.645.720,71
;;;;;;;;;;;;;;;;;;;SAO LUIS;MA;;;;;;;;;;;;
2241;27/05/2021;1;3;7;8;9;10;13;15;16;18;20;21;23;24;25;14.518.262,50;0;;;320;12564;131050;557108;0;765,18;25;10;5;817.450,62;3.000.000,00;74.843.491,04
2242;28/05/2021;3;4;5;8;9;10;11;12;16;17;19;20;21;22;25;22.765.737,50;1;CANAL ELETRONICO;--;458;11971;145607;775695;2.655.495,83;1.202,11;25;10;5;0;1.500.000,00;75.288.179,40
2243;29/05/2021;1;5;6;8;10;11;14;15;17;18;19;20;21;24;25;14.710.865,00;0;;;276;8997;101486;525031;0;1.183,29;25;10;5;1.090.303,47;3.000.000,00;75.551.962,51
2244;31/05/2021;4;5;6;8;9;10;11;13;14;15;16;17;21;23;25;23.444.512,50;1;MACEIO;AL;268;11406;149558;822245;2.944.022,13;1.450,31;25;10;5;0;1.500.000,00;76.000.442,84
2245;01/06/2021;2;5;6;7;8;13;14;16;17;18;21;22;23;24;25;16.630.580,00;2;RIO DE JANEIRO;RJ;259;8647;96900;531969;730.061,01;1.688,66;25;10;5;0;1.500.000,00;76.353.698,18
;;;;;;;;;;;;;;;;;;;MOGI GUACU;SP;;;;;;;;;;;;
2246;02/06/2021;2;3;4;5;7;8;10;11;12;13;14;15;18;20;25;18.935.160,00;1;SETE LAGOAS;MG;239;9890;147990;720936;1.248.427,85;1.564,65;25;10;5;0;1.500.000,00;76.655.737,18
2247;04/06/2021;1;3;6;7;8;9;10;12;17;18;19;20;22;24;25;21.794.012,50;3;BELO HORIZONTE;MG;274;10305;147448;773257;556.867,48;1.826,31;25;10;5;0;1.500.000,00;77.059.915,20
;;;;;;;;;;;;;;;;;;;CARMO DO CAJURU;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;DIVINOPOLIS;MG;;;;;;;;;;;;
2248;05/06/2021;1;2;4;6;7;8;10;11;12;13;14;16;17;23;25;15.714.382,50;2;CANAL ELETRONICO;--;195;8510;95388;533866;645.840,79;1.388,90;25;10;5;0;1.500.000,00;77.372.418,81
;;;;;;;;;;;;;;;;;;;SANTOS;SP;;;;;;;;;;;;
2249;07/06/2021;2;6;11;12;14;15;16;17;18;19;21;22;23;24;25;19.030.585,00;1;UBERLANDIA;MG;189;17826;88369;540570;1.830.424,77;2.030,68;25;10;5;2.113.028,46;4.000.000,00;77.815.263,53
2250;08/06/2021;4;5;6;10;12;13;14;18;19;20;21;22;23;24;25;25.748.590,00;2;CAMPINAS;SP;441;13541;168916;921534;2.197.232,24;1.334,38;25;10;5;0;1.500.000,00;78.290.562,71
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
2251;09/06/2021;2;4;5;7;9;12;13;14;15;18;19;21;22;23;24;18.616.952,50;4;BRASILIA;DF;520;13817;154391;709014;286.010,76;659,01;25;10;5;0;1.500.000,00;78.567.347,33
;;;;;;;;;;;;;;;;;;;PORTO VELHO;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;UMBAUBA;SE;;;;;;;;;;;;
2252;10/06/2021;1;5;6;8;9;10;12;16;17;19;20;21;22;24;25;16.592.027,50;0;;;182;7302;103642;542943;0;1.629,48;25;10;5;1.414.388,18;3.500.000,00;78.909.538,03
2253;11/06/2021;2;3;5;6;7;8;12;14;15;16;18;19;20;23;25;25.331.950,00;4;GOIANIA;GO;496;15135;170077;886664;838.476,52;1.171,29;25;10;5;0;1.500.000,00;79.378.776,24
;;;;;;;;;;;;;;;;;;;TEOFILO OTONI;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;LIMEIRA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO BERNARDO DO CAMPO;SP;;;;;;;;;;;;
2254;12/06/2021;2;3;5;6;7;8;10;12;13;14;19;20;21;24;25;15.060.127,50;3;ATIBAIA;SP;417;10501;108827;560792;343.411,22;740,03;25;10;5;0;1.500.000,00;79.628.026,34
;;;;;;;;;;;;;;;;;;;MOGI DAS CRUZES;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ROSANA;SP;;;;;;;;;;;;
2255;14/06/2021;1;3;6;7;8;11;14;15;17;19;20;21;22;24;25;17.737.595,00;0;;;282;10708;112645;593193;0;1.534,70;25;10;5;1.444.843,47;3.500.000,00;79.977.585,25
2256;15/06/2021;1;3;4;5;6;8;9;10;11;12;13;16;20;23;24;24.102.467,50;3;CONTAGEM;MG;287;13041;158428;864246;1.091.657,14;1.337,06;25;10;5;0;1.500.000,00;80.420.358,16
;;;;;;;;;;;;;;;;;;;DUQUE DE CAXIAS;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIBEIRAO PRETO;SP;;;;;;;;;;;;
2257;16/06/2021;1;4;5;6;7;8;9;11;12;13;15;18;20;22;24;18.476.357,50;3;TERESINA;PI;236;8991;117158;643340;491.352,52;1.870,92;25;10;5;0;1.500.000,00;80.776.984,99
;;;;;;;;;;;;;;;;;;;CARAGUATATUBA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;OSVALDO CRUZ;SP;;;;;;;;;;;;
2258;17/06/2021;3;5;6;7;8;10;11;14;15;16;17;19;20;22;24;16.437.887,50;4;CANAL ELETRONICO;--;309;10114;118886;578661;302.802,81;1.174,12;25;10;5;0;1.500.000,00;81.070.019,97
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIBEIRAO PRETO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NATIVIDADE;TO;;;;;;;;;;;;
2259;18/06/2021;5;6;7;8;9;10;14;16;18;19;20;22;23;24;25;19.324.637,50;0;;;277;11214;119497;680975;0;1.641,20;25;10;5;3.615.477,24;7.000.000,00;81.437.208,70
2260;19/06/2021;1;2;4;6;9;10;11;12;14;16;17;20;22;23;25;28.831.397,50;5;MUCUGE;BA;571;16713;185329;948219;1.276.104,49;1.249,04;25;10;5;0;1.500.000,00;82.013.259,79
;;;;;;;;;;;;;;;;;;;FORTALEZA;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;URUACU;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;OSASCO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
2261;21/06/2021;1;3;4;6;7;8;9;12;13;17;18;22;23;24;25;18.714.990,00;2;CANAL ELETRONICO;--;342;11776;142098;677710;652.956,94;1.143,77;25;10;5;0;1.500.000,00;82.329.206,71
;;;;;;;;;;;;;;;;;;;MAGE;RJ;;;;;;;;;;;;
2262;22/06/2021;2;3;4;6;7;8;9;10;11;19;20;21;22;24;25;15.856.440,00;1;BETIM;MG;201;6449;88282;517601;1.406.905,06;1.467,65;25;10;5;0;1.500.000,00;82.669.586,98
2263;23/06/2021;1;2;3;7;8;10;11;14;15;16;18;19;22;23;25;17.326.742,50;5;SAO LUIS;MA;367;9499;110541;570882;287.642,00;1.173,84;25;10;5;0;1.500.000,00;83.017.541,02
;;;;;;;;;;;;;;;;;;;PAULISTA;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NATAL;RN;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PASSO FUNDO;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO LEOPOLDO;RS;;;;;;;;;;;;
2264;24/06/2021;2;3;4;5;6;8;9;10;12;14;15;16;17;18;19;13.994.212,50;2;TERESINA;PI;313;8078;86990;475737;567.662,48;1.086,49;25;10;5;0;1.500.000,00;83.292.216,42
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
2265;25/06/2021;2;4;5;7;9;10;12;13;14;15;16;18;19;20;22;17.712.205,00;2;CANAL ELETRONICO;--;460;13795;137802;672255;562.913,38;733,1;25;10;5;0;1.500.000,00;83.564.593,87
;;;;;;;;;;;;;;;;;;;PETROPOLIS;RJ;;;;;;;;;;;;
2266;26/06/2021;1;3;5;9;10;11;12;13;15;16;19;21;23;24;25;13.727.582,50;3;CANAL ELETRONICO;--;357;12763;119608;539098;251.757,90;633,7;25;10;5;0;1.500.000,00;83.747.321,38
;;;;;;;;;;;;;;;;;;;FORTALEZA;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO LUIS;MA;;;;;;;;;;;;
2267;28/06/2021;2;3;5;6;7;9;10;13;14;15;17;19;20;22;24;17.006.845,00;4;GOIANESIA;GO;604;14729;147753;674588;233.684,29;463,56;25;10;5;0;1.500.000,00;83.973.467,48
;;;;;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;NOVA FRIBURGO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
2268;29/06/2021;1;3;8;10;11;12;14;15;18;19;20;21;23;24;25;14.552.617,50;0;;;235;9254;108619;569094;0;1.186,89;25;10;5;931.168,56;3.000.000,00;84.198.750,21
2269;30/06/2021;2;3;4;5;7;9;10;11;13;14;17;20;21;22;25;23.506.857,50;2;PICOS;PI;575;18179;189100;925022;1.164.245,67;727,91;25;10;5;1.682.368,18;4.000.000,00;84.536.812,18
;;;;;;;;;;;;;;;;;;;CAMPOS DOS GOYTACAZES;RJ;;;;;;;;;;;;
2270;01/07/2021;1;4;5;6;8;10;11;15;16;18;19;20;21;22;25;25.672.995,00;3;JUNDIAI;SP;635;18090;195856;881397;1.285.112,71;882,65;25;10;5;0;1.500.000,00;84.989.514,26
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
2271;02/07/2021;2;3;5;6;7;8;10;11;16;17;18;19;21;23;24;18.829.415,00;3;CANAL ELETRONICO;--;197;8180;103948;607859;561.201,99;1.791,95;25;10;5;0;1.500.000,00;85.396.838,29
;;;;;;;;;;;;;;;;;;;CASA BRANCA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
2272;03/07/2021;1;2;5;7;8;10;11;13;14;15;16;18;21;22;24;15.998.750,00;7;CANAL ELETRONICO;--;310;9027;101649;528520;189.142,97;1.279,32;25;10;5;0;1.500.000,00;85.717.161,08
;;;;;;;;;;;;;;;;;;;SALVADOR;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;IMPERATRIZ;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO JERONIMO DA SERRA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MARILIA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;APARECIDA DO RIO NEGRO;TO;;;;;;;;;;;;
2273;05/07/2021;1;2;4;6;7;8;9;10;11;12;13;17;21;23;25;19.043.315,00;2;SALVADOR;BA;260;9562;116151;666366;764.466,49;1.761,44;25;10;5;0;1.500.000,00;86.087.064,23
;;;;;;;;;;;;;;;;;;;BOTUCATU;SP;;;;;;;;;;;;
2274;06/07/2021;2;3;4;6;8;9;10;12;16;17;19;20;22;23;24;17.551.747,50;2;SAO PAULO;SP;275;10726;120739;628743;648.705,78;1.413,18;25;10;5;0;1.500.000,00;86.400.954,13
2275;07/07/2021;1;2;4;5;7;10;11;12;13;14;15;16;19;20;21;19.654.290,00;0;;;211;8670;119188;675206;0;1.611,03;25;10;5;1.621.196,03;3.500.000,00;86.793.178,97
2276;08/07/2021;1;4;5;7;10;12;13;14;15;16;17;18;19;20;21;25.644.202,50;2;SINOP;MT;372;20187;152880;833577;1.877.240,20;1.717,74;25;10;5;0;1.500.000,00;87.309.296,17
;;;;;;;;;;;;;;;;;;;TACIBA;SP;;;;;;;;;;;;
2277;09/07/2021;2;3;5;10;11;12;13;14;15;17;18;21;22;23;24;16.538.282,50;0;;;159;6841;102198;579357;0;1.762,51;25;10;5;1.336.527,07;3.500.000,00;87.632.649,51
2278;10/07/2021;2;4;6;7;10;11;12;13;14;16;17;18;20;21;24;22.155.420,00;3;RIO BRANCO;AC;345;12262;145396;773949;1.020.431,65;1.497,49;25;10;5;0;1.500.000,00;88.049.932,07
;;;;;;;;;;;;;;;;;;;MARACACUME;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ARACAJU;SE;;;;;;;;;;;;
2279;12/07/2021;1;3;5;8;10;11;13;14;15;16;17;18;21;22;25;19.524.260,00;3;MONTES CLAROS;MG;374;12617;164302;722444;418.535,38;1.005,62;25;10;5;2.242.795,59;4.000.000,00;88.353.707,75
;;;;;;;;;;;;;;;;;;;BAURU;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;FRANCA;SP;;;;;;;;;;;;
2280;13/07/2021;2;3;4;7;9;12;16;18;19;20;21;22;23;24;25;26.327.492,50;1;BRASILIA;DF;434;14781;172803;921247;4.616.221,30;1.410,58;25;10;5;0;1.500.000,00;88.848.171,45
2281;14/07/2021;2;3;5;6;7;9;10;11;14;15;16;17;18;20;21;18.509.937,50;3;CASCAVEL;PR;333;10485;119732;657248;474.271,28;1.279,84;25;10;5;0;1.500.000,00;89.192.400,62
;;;;;;;;;;;;;;;;;;;VOLTA REDONDA;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PINDAMONHANGABA;SP;;;;;;;;;;;;
2282;15/07/2021;1;2;4;5;6;10;11;12;13;14;18;20;21;23;24;16.423.397,50;2;TERESINA;PI;229;8961;115596;589657;605.706,20;1.584,56;25;10;5;0;1.500.000,00;89.485.484,27
;;;;;;;;;;;;;;;;;;;SAO JOSE DOS CAMPOS;SP;;;;;;;;;;;;
2283;16/07/2021;1;2;5;7;9;10;11;15;17;18;19;20;22;23;25;18.720.880,00;1;RIO DE JANEIRO;RJ;355;12881;142782;719363;1.201.677,20;1.013,94;25;10;5;0;1.500.000,00;89.776.212,64
2284;17/07/2021;1;3;4;8;9;10;11;14;15;17;19;20;21;23;24;15.837.022,50;4;CANAL ELETRONICO;--;463;10475;111688;563462;289.617,34;749,47;25;10;5;0;1.500.000,00;90.056.487,49
;;;;;;;;;;;;;;;;;;;BRASILIA;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PRAIA GRANDE;SP;;;;;;;;;;;;
2285;19/07/2021;1;2;6;7;8;10;12;13;15;16;18;20;22;23;24;18.599.317,50;1;SIMPLICIO MENDES;PI;374;11608;129410;642006;1.418.517,78;1.136,10;25;10;5;0;1.500.000,00;90.399.677,28
2286;20/07/2021;2;3;6;8;11;12;13;15;16;17;20;22;23;24;25;16.171.737,50;1;PRESIDENTE VENCESLAU;SP;226;7213;95688;558969;1.336.024,82;1.770,76;25;10;5;0;1.500.000,00;90.722.909,10
2287;21/07/2021;1;3;4;6;7;9;10;11;12;14;16;17;18;19;25;17.568.615,00;0;;;221;8565;108187;585232;0;1.397,46;25;10;5;1.472.926,39;3.500.000,00;91.079.262,26
2288;22/07/2021;1;2;3;5;7;9;10;11;12;14;19;20;21;22;25;23.082.220,00;3;BRASILIA;DF;544;15828;175818;875606;993.581,08;830,23;25;10;5;0;1.500.000,00;91.444.056,68
;;;;;;;;;;;;;;;;;;;CRUZEIRO DO SUL;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;DUQUE DE CAXIAS;RJ;;;;;;;;;;;;
2289;23/07/2021;1;2;5;7;8;10;12;14;15;16;17;19;20;22;25;18.001.972,50;1;AMERICANA;SP;482;12626;132316;650904;1.263.167,88;784,99;25;10;5;1.934.326,84;4.000.000,00;91.749.661,83
2290;24/07/2021;2;3;4;5;8;9;10;11;13;15;19;22;23;24;25;22.922.662,50;3;MANAUS;AM;375;14450;181192;922645;1.174.072,92;1.092,20;25;10;5;0;1.500.000,00;92.080.472,65
;;;;;;;;;;;;;;;;;;;JOAO PESSOA;PB;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
2291;26/07/2021;1;5;6;7;9;12;13;14;16;17;19;20;21;24;25;17.817.122,50;11;CANAL ELETRONICO;--;555;12377;121654;613988;123.406,62;732,64;25;10;5;0;1.500.000,00;92.408.893,50
;;;;;;;;;;;;;;;;;;;SALVADOR;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CUIABA;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CURITIBA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;LAJEADO;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;JUNDIAI;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO JOSE DO RIO PRETO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TAUBATE;SP;;;;;;;;;;;;
2292;27/07/2021;3;5;6;7;9;10;11;12;13;18;19;20;22;23;24;15.743.932,50;2;UBERABA;MG;399;11532;118772;613432;495.153,80;743,44;25;10;5;0;1.500.000,00;92.648.484,06
;;;;;;;;;;;;;;;;;;;CUIABA;MT;;;;;;;;;;;;
2293;28/07/2021;1;2;4;5;8;9;11;12;13;16;18;19;20;21;22;16.657.852,50;2;CANAL ELETRONICO;--;424;7976;99008;535828;727.505,31;1.027,90;25;10;5;0;1.500.000,00;93.000.502,77
;;;;;;;;;;;;;;;;;;;SANTANA;AP;;;;;;;;;;;;
2294;29/07/2021;6;7;8;10;11;12;15;16;17;18;19;22;23;24;25;15.240.525,00;1;GOIANIA;GO;179;5884;80401;489402;1.392.553,05;1.631,21;25;10;5;0;1.500.000,00;93.337.410,78
2295;30/07/2021;1;2;6;9;10;11;12;13;14;16;17;20;23;24;25;18.556.720,00;1;CANAL ELETRONICO;--;310;9440;109280;611401;1.587.803,38;1.534,22;25;10;5;0;1.500.000,00;93.721.556,77
2296;31/07/2021;2;3;4;8;9;10;12;14;15;16;18;21;22;23;24;15.448.780,00;1;NOVA SANTA ROSA;PR;261;8927;104937;526740;1.211.207,69;1.390,05;25;10;5;0;1.500.000,00;94.014.590,89
2297;02/08/2021;2;3;7;9;11;13;14;15;17;18;20;21;22;24;25;18.310.735,00;4;MANAUS;AM;525;13866;140527;695493;293.852,57;670,63;25;10;5;0;1.500.000,00;94.298.964,35
;;;;;;;;;;;;;;;;;;;MACAUBAS;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;POJUCA;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CURITIBA;PR;;;;;;;;;;;;
2298;03/08/2021;1;3;4;6;10;12;13;14;16;18;20;21;23;24;25;16.364.935,00;1;PEDRA AZUL;MG;478;12098;121134;590419;1.140.688,41;714,81;25;10;5;0;1.500.000,00;94.574.937,36
2299;04/08/2021;1;3;5;7;8;9;11;12;14;15;16;20;21;23;25;18.058.115,00;6;CANAL ELETRONICO;--;818;14200;135685;659179;204.012,39;448,23;25;10;5;1.860.407,76;4.000.000,00;94.871.084,40
;;;;;;;;;;;;;;;;;;;RIO DE JANEIRO;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ICARA;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BILAC;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SANTANA DE PARNAIBA;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO JOSE DO RIO PRETO;SP;;;;;;;;;;;;
2300;05/08/2021;1;2;3;4;8;9;13;15;16;17;19;22;23;24;25;25.134.975,00;0;;;400;17694;169919;890619;0;1.397,94;25;10;5;4.028.301,60;6.000.000,00;95.322.728,95
2301;06/08/2021;3;5;9;10;12;13;15;16;17;18;19;20;22;24;25;34.943.807,50;2;MACHADO;MG;626;24732;272720;1383016;3.074.751,44;1.014,98;25;10;5;0;1.500.000,00;95.835.922,82
;;;;;;;;;;;;;;;;;;;BAURU;SP;;;;;;;;;;;;
2302;07/08/2021;3;4;6;7;8;10;11;12;13;14;16;17;18;20;21;15.691.627,50;1;CANAL ELETRONICO;--;235;9676;110818;546546;1.180.267,57;1.504,41;25;10;5;0;1.500.000,00;96.121.471,43
2303;09/08/2021;1;3;5;7;8;10;11;12;15;18;19;20;21;22;24;18.481.585,00;9;MACEIO;AL;445;12892;138698;693565;136.693,71;828,1;25;10;5;0;1.500.000,00;96.419.110,96
;;;;;;;;;;;;;;;;;;;BOM JESUS DA LAPA;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PINDORETAMA;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;DOURADOS;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;COLNIZA;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CUIABA;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PATO BRANCO;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO JOSE DOS CAMPOS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO PAULO;SP;;;;;;;;;;;;
2304;10/08/2021;1;2;6;8;9;11;12;13;14;16;18;20;21;22;24;16.868.070,00;1;NATAL;RN;298;9296;105272;548986;1.424.500,12;1.431,85;25;10;5;0;1.500.000,00;96.763.748,09
2305;11/08/2021;1;5;7;8;10;11;14;16;17;18;19;22;23;24;25;17.870.647,50;0;;;252;8363;110960;609114;0;1.745,03;25;10;5;1.468.083,42;3.500.000,00;97.118.929,58
2306;12/08/2021;1;4;5;6;7;8;9;11;14;15;16;18;20;21;22;23.006.507,50;1;UBERABA;MG;286;10136;128694;719789;3.566.055,04;1.538,10;25;10;5;0;1.500.000,00;97.626.503,36
2307;13/08/2021;1;4;5;6;8;9;11;12;13;14;15;17;19;20;23;18.544.595,00;0;;;238;8606;109421;645912;0;1.338,30;25;10;5;1.519.070,28;3.500.000,00;97.994.020,37
2308;14/08/2021;1;2;3;4;6;10;15;17;18;19;20;22;23;24;25;20.868.475,00;1;CANAL ELETRONICO;--;265;8835;117444;690695;3.340.869,43;1.441,47;25;10;5;0;1.500.000,00;98.434.778,24
2309;16/08/2021;1;3;4;7;9;10;11;12;13;17;18;19;22;24;25;17.810.905,00;8;BELO HORIZONTE;MG;755;17001;157391;703960;119.474,36;379,2;25;10;5;2.228.859,92;4.000.000,00;98.666.018,94
;;;;;;;;;;;;;;;;;;;OURO VERDE DE MINAS;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;POUSO ALEGRE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PATOS;PB;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CANOAS;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CAMPINAS;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO BERNARDO DO CAMPO;SP;;;;;;;;;;;;
2310;17/08/2021;1;3;5;6;7;10;11;13;16;18;20;22;23;24;25;24.051.530,00;6;CANAL ELETRONICO;--;711;21825;210793;907207;643.363,51;591,81;25;10;5;0;1.500.000,00;99.005.877,51
;;;;;;;;;;;;;;;;;;;IRECE;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BELO HORIZONTE;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PADRE PARAISO;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ROLANDIA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ROSANA;SP;;;;;;;;;;;;
2311;18/08/2021;1;3;4;5;9;10;12;13;14;15;18;19;20;21;25;17.164.657,50;0;;;248;9465;121279;652298;0;1.431,03;25;10;5;1.184.808,73;3.000.000,00;99.292.524,78
2312;19/08/2021;1;2;3;6;7;10;11;12;14;15;18;20;21;22;25;21.439.065,00;2;GOIANIA;GO;352;10979;129179;721285;1.486.692,76;1.522,01;25;10;5;0;1.500.000,00;99.725.244,99
;;;;;;;;;;;;;;;;;;;PONTALINA;GO;;;;;;;;;;;;
2313;20/08/2021;4;5;6;7;8;10;11;12;14;15;18;19;20;22;25;17.804.190,00;0;;;253;9784;123361;650855;0;1.534,11;25;10;5;1.295.764,01;3.000.000,00;100.038.736,29
2314;21/08/2021;1;2;7;8;9;11;13;14;15;17;19;20;23;24;25;19.582.230,00;5;CANAL ELETRONICO;--;413;12083;146052;748914;517.967,11;938,55;25;10;5;0;1.500.000,00;100.351.818,12
;;;;;;;;;;;;;;;;;;;BRASILIA;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ARAUCARIA;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SAO JOAO DA BARRA;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BAURU;SP;;;;;;;;;;;;
2315;23/08/2021;3;7;8;11;12;13;14;16;17;18;19;21;22;23;25;17.531.430,00;0;;;216;8789;119604;604570;0;1.902,61;25;10;5;1.371.986,80;3.500.000,00;100.683.750,42
2316;24/08/2021;2;3;4;5;6;9;10;13;14;15;16;17;19;24;25;22.366.480,00;3;CANAL ELETRONICO;--;387;12011;147317;794589;1.028.686,90;1.326,69;25;10;5;0;1.500.000,00;101.098.445,74
;;;;;;;;;;;;;;;;;;;PRUDENTOPOLIS;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PIRACICABA;SP;;;;;;;;;;;;
